0  92
 	 0      0.00000000000000000000      0.00000000000000000000
 	 1      0.00000000000000000000      3.91304347826086962314
 	 2      0.00000000000000000000      7.82608695652173924628
 	 3      0.00000000000000000000     11.73913043478260753716
 	 4      0.00000000000000000000     15.65217391304347849257
 	 5      0.00000000000000000000     19.56521739130434411891
 	 6      0.00000000000000000000     23.47826086956521507432
 	 7      0.00000000000000000000     27.39130434782608602973
 	 8      0.00000000000000000000     31.30434782608695698514
 	 9      0.00000000000000000000     35.21739130434782083512
 	 10      0.00000000000000000000     39.13043478260868823781
 	 11      0.00000000000000000000     43.04347826086956274594
 	 12      0.00000000000000000000     46.95652173913043014863
 	 13      0.00000000000000000000     50.86956521739129755133
 	 14      0.00000000000000000000     54.78260869565217205945
 	 15      0.00000000000000000000     58.69565217391303946215
 	 16      0.00000000000000000000     62.60869565217391397027
 	 17      0.00000000000000000000     66.52173913043478137297
 	 18      0.00000000000000000000     70.43478260869564167024
 	 19      0.00000000000000000000     74.34782608695651617836
 	 20      0.00000000000000000000     78.26086956521737647563
 	 21      0.00000000000000000000     82.17391304347826519461
 	 22      0.00000000000000000000     86.08695652173912549188
 	 23      0.00000000000000000000     90.00000000000000000000
 	 24      0.00000000000000000000     93.91304347826086029727
 	 25      0.00000000000000000000     97.82608695652173480539
 	 26      0.00000000000000000000    101.73913043478259510266
 	 27      0.00000000000000000000    105.65217391304346961078
 	 28      0.00000000000000000000    109.56521739130434411891
 	 29      0.00000000000000000000    113.47826086956521862703
 	 30      0.00000000000000000000    117.39130434782607892430
 	 31      0.00000000000000000000    121.30434782608693922157
 	 32      0.00000000000000000000    125.21739130434782794055
 	 33      0.00000000000000000000    129.13043478260868823781
 	 34      0.00000000000000000000    133.04347826086956274594
 	 35      0.00000000000000000000    136.95652173913043725406
 	 36      0.00000000000000000000    140.86956521739128334048
 	 37      0.00000000000000000000    144.78260869565218627031
 	 38      0.00000000000000000000    148.69565217391303235672
 	 39      0.00000000000000000000    152.60869565217390686485
 	 40      0.00000000000000000000    156.52173913043475295126
 	 41      0.00000000000000000000    160.43478260869565588109
 	 42      0.00000000000000000000    164.34782608695653038922
 	 43      0.00000000000000000000    168.26086956521737647563
 	 44      0.00000000000000000000    172.17391304347825098375
 	 45      0.00000000000000000000    176.08695652173912549188
 	 46      0.00000000000000000000    180.00000000000000000000
 	 47      0.00000000000000000000    183.91304347826084608641
 	 48      0.00000000000000000000    187.82608695652172059454
 	 49      0.00000000000000000000    191.73913043478262352437
 	 50      0.00000000000000000000    195.65217391304346961078
 	 51      0.00000000000000000000    199.56521739130434411891
 	 52      0.00000000000000000000    203.47826086956519020532
 	 53      0.00000000000000000000    207.39130434782609313515
 	 54      0.00000000000000000000    211.30434782608693922157
 	 55      0.00000000000000000000    215.21739130434781372969
 	 56      0.00000000000000000000    219.13043478260868823781
 	 57      0.00000000000000000000    223.04347826086956274594
 	 58      0.00000000000000000000    226.95652173913043725406
 	 59      0.00000000000000000000    230.86956521739128334048
 	 60      0.00000000000000000000    234.78260869565215784860
 	 61      0.00000000000000000000    238.69565217391306077843
 	 62      0.00000000000000000000    242.60869565217387844314
 	 63      0.00000000000000000000    246.52173913043475295126
 	 64      0.00000000000000000000    250.43478260869565588109
 	 65      0.00000000000000000000    254.34782608695653038922
 	 66      0.00000000000000000000    258.26086956521737647563
 	 67      0.00000000000000000000    262.17391304347825098375
 	 68      0.00000000000000000000    266.08695652173912549188
 	 69      0.00000000000000000000    270.00000000000000000000
 	 70      0.00000000000000000000    273.91304347826087450812
 	 71      0.00000000000000000000    277.82608695652169217283
 	 72      0.00000000000000000000    281.73913043478256668095
 	 73      0.00000000000000000000    285.65217391304344118907
 	 74      0.00000000000000000000    289.56521739130437254062
 	 75      0.00000000000000000000    293.47826086956524704874
 	 76      0.00000000000000000000    297.39130434782606471344
 	 77      0.00000000000000000000    301.30434782608693922157
 	 78      0.00000000000000000000    305.21739130434781372969
 	 79      0.00000000000000000000    309.13043478260868823781
 	 80      0.00000000000000000000    313.04347826086950590252
 	 81      0.00000000000000000000    316.95652173913038041064
 	 82      0.00000000000000000000    320.86956521739131176219
 	 83      0.00000000000000000000    324.78260869565218627031
 	 84      0.00000000000000000000    328.69565217391306077843
 	 85      0.00000000000000000000    332.60869565217387844314
 	 86      0.00000000000000000000    336.52173913043475295126
 	 87      0.00000000000000000000    340.43478260869562745938
 	 88      0.00000000000000000000    344.34782608695650196751
 	 89      0.00000000000000000000    348.26086956521737647563
 	 90      0.00000000000000000000    352.17391304347825098375
 	 91      0.00000000000000000000    356.08695652173912549188
1  92
 	 0      3.95227924438372157923      0.00000000000000000000
 	 1      3.95227924438372157923      3.91304347826086962314
 	 2      3.95227924438372157923      7.82608695652173924628
 	 3      3.95227924438372157923     11.73913043478260753716
 	 4      3.95227924438372157923     15.65217391304347849257
 	 5      3.95227924438372157923     19.56521739130434411891
 	 6      3.95227924438372157923     23.47826086956521507432
 	 7      3.95227924438372157923     27.39130434782608602973
 	 8      3.95227924438372157923     31.30434782608695698514
 	 9      3.95227924438372157923     35.21739130434782083512
 	 10      3.95227924438372157923     39.13043478260868823781
 	 11      3.95227924438372157923     43.04347826086956274594
 	 12      3.95227924438372157923     46.95652173913043014863
 	 13      3.95227924438372157923     50.86956521739129755133
 	 14      3.95227924438372157923     54.78260869565217205945
 	 15      3.95227924438372157923     58.69565217391303946215
 	 16      3.95227924438372157923     62.60869565217391397027
 	 17      3.95227924438372157923     66.52173913043478137297
 	 18      3.95227924438372157923     70.43478260869564167024
 	 19      3.95227924438372157923     74.34782608695651617836
 	 20      3.95227924438372157923     78.26086956521737647563
 	 21      3.95227924438372157923     82.17391304347826519461
 	 22      3.95227924438372157923     86.08695652173912549188
 	 23      3.95227924438372157923     90.00000000000000000000
 	 24      3.95227924438372157923     93.91304347826086029727
 	 25      3.95227924438372157923     97.82608695652173480539
 	 26      3.95227924438372157923    101.73913043478259510266
 	 27      3.95227924438372157923    105.65217391304346961078
 	 28      3.95227924438372157923    109.56521739130434411891
 	 29      3.95227924438372157923    113.47826086956521862703
 	 30      3.95227924438372157923    117.39130434782607892430
 	 31      3.95227924438372157923    121.30434782608693922157
 	 32      3.95227924438372157923    125.21739130434782794055
 	 33      3.95227924438372157923    129.13043478260868823781
 	 34      3.95227924438372157923    133.04347826086956274594
 	 35      3.95227924438372157923    136.95652173913043725406
 	 36      3.95227924438372157923    140.86956521739128334048
 	 37      3.95227924438372157923    144.78260869565218627031
 	 38      3.95227924438372157923    148.69565217391303235672
 	 39      3.95227924438372157923    152.60869565217390686485
 	 40      3.95227924438372157923    156.52173913043475295126
 	 41      3.95227924438372157923    160.43478260869565588109
 	 42      3.95227924438372157923    164.34782608695653038922
 	 43      3.95227924438372157923    168.26086956521737647563
 	 44      3.95227924438372157923    172.17391304347825098375
 	 45      3.95227924438372157923    176.08695652173912549188
 	 46      3.95227924438372157923    180.00000000000000000000
 	 47      3.95227924438372157923    183.91304347826084608641
 	 48      3.95227924438372157923    187.82608695652172059454
 	 49      3.95227924438372157923    191.73913043478262352437
 	 50      3.95227924438372157923    195.65217391304346961078
 	 51      3.95227924438372157923    199.56521739130434411891
 	 52      3.95227924438372157923    203.47826086956519020532
 	 53      3.95227924438372157923    207.39130434782609313515
 	 54      3.95227924438372157923    211.30434782608693922157
 	 55      3.95227924438372157923    215.21739130434781372969
 	 56      3.95227924438372157923    219.13043478260868823781
 	 57      3.95227924438372157923    223.04347826086956274594
 	 58      3.95227924438372157923    226.95652173913043725406
 	 59      3.95227924438372157923    230.86956521739128334048
 	 60      3.95227924438372157923    234.78260869565215784860
 	 61      3.95227924438372157923    238.69565217391306077843
 	 62      3.95227924438372157923    242.60869565217387844314
 	 63      3.95227924438372157923    246.52173913043475295126
 	 64      3.95227924438372157923    250.43478260869565588109
 	 65      3.95227924438372157923    254.34782608695653038922
 	 66      3.95227924438372157923    258.26086956521737647563
 	 67      3.95227924438372157923    262.17391304347825098375
 	 68      3.95227924438372157923    266.08695652173912549188
 	 69      3.95227924438372157923    270.00000000000000000000
 	 70      3.95227924438372157923    273.91304347826087450812
 	 71      3.95227924438372157923    277.82608695652169217283
 	 72      3.95227924438372157923    281.73913043478256668095
 	 73      3.95227924438372157923    285.65217391304344118907
 	 74      3.95227924438372157923    289.56521739130437254062
 	 75      3.95227924438372157923    293.47826086956524704874
 	 76      3.95227924438372157923    297.39130434782606471344
 	 77      3.95227924438372157923    301.30434782608693922157
 	 78      3.95227924438372157923    305.21739130434781372969
 	 79      3.95227924438372157923    309.13043478260868823781
 	 80      3.95227924438372157923    313.04347826086950590252
 	 81      3.95227924438372157923    316.95652173913038041064
 	 82      3.95227924438372157923    320.86956521739131176219
 	 83      3.95227924438372157923    324.78260869565218627031
 	 84      3.95227924438372157923    328.69565217391306077843
 	 85      3.95227924438372157923    332.60869565217387844314
 	 86      3.95227924438372157923    336.52173913043475295126
 	 87      3.95227924438372157923    340.43478260869562745938
 	 88      3.95227924438372157923    344.34782608695650196751
 	 89      3.95227924438372157923    348.26086956521737647563
 	 90      3.95227924438372157923    352.17391304347825098375
 	 91      3.95227924438372157923    356.08695652173912549188
2  91
 	 0      7.90227808590034896952      0.00000000000000000000
 	 1      7.90227808590034896952      3.95604395604395575603
 	 2      7.90227808590034896952      7.91208791208791151206
 	 3      7.90227808590034896952     11.86813186813186682400
 	 4      7.90227808590034896952     15.82417582417582302412
 	 5      7.90227808590034896952     19.78021978021978100060
 	 6      7.90227808590034896952     23.73626373626373364800
 	 7      7.90227808590034896952     27.69230769230768984812
 	 8      7.90227808590034896952     31.64835164835164604824
 	 9      7.90227808590034896952     35.60439560439559869565
 	 10      7.90227808590034896952     39.56043956043956200119
 	 11      7.90227808590034896952     43.51648351648351109588
 	 12      7.90227808590034896952     47.47252747252746729600
 	 13      7.90227808590034896952     51.42857142857143060155
 	 14      7.90227808590034896952     55.38461538461537969624
 	 15      7.90227808590034896952     59.34065934065933589636
 	 16      7.90227808590034896952     63.29670329670329209648
 	 17      7.90227808590034896952     67.25274725274725540203
 	 18      7.90227808590034896952     71.20879120879119739129
 	 19      7.90227808590034896952     75.16483516483516780227
 	 20      7.90227808590034896952     79.12087912087912400239
 	 21      7.90227808590034896952     83.07692307692306599165
 	 22      7.90227808590034896952     87.03296703296702219177
 	 23      7.90227808590034896952     90.98901098901099260274
 	 24      7.90227808590034896952     94.94505494505493459201
 	 25      7.90227808590034896952     98.90109890109889079213
 	 26      7.90227808590034896952    102.85714285714286120310
 	 27      7.90227808590034896952    106.81318681318681740322
 	 28      7.90227808590034896952    110.76923076923075939249
 	 29      7.90227808590034896952    114.72527472527471559260
 	 30      7.90227808590034896952    118.68131868131867179272
 	 31      7.90227808590034896952    122.63736263736262799284
 	 32      7.90227808590034896952    126.59340659340658419296
 	 33      7.90227808590034896952    130.54945054945054039308
 	 34      7.90227808590034896952    134.50549450549451080406
 	 35      7.90227808590034896952    138.46153846153848121503
 	 36      7.90227808590034896952    142.41758241758239478258
 	 37      7.90227808590034896952    146.37362637362636519356
 	 38      7.90227808590034896952    150.32967032967033560453
 	 39      7.90227808590034896952    154.28571428571427759380
 	 40      7.90227808590034896952    158.24175824175824800477
 	 41      7.90227808590034896952    162.19780219780218999404
 	 42      7.90227808590034896952    166.15384615384613198330
 	 43      7.90227808590034896952    170.10989010989010239427
 	 44      7.90227808590034896952    174.06593406593404438354
 	 45      7.90227808590034896952    178.02197802197801479451
 	 46      7.90227808590034896952    181.97802197802198520549
 	 47      7.90227808590034896952    185.93406593406592719475
 	 48      7.90227808590034896952    189.89010989010986918402
 	 49      7.90227808590034896952    193.84615384615383959499
 	 50      7.90227808590034896952    197.80219780219778158425
 	 51      7.90227808590034896952    201.75824175824175199523
 	 52      7.90227808590034896952    205.71428571428572240620
 	 53      7.90227808590034896952    209.67032967032966439547
 	 54      7.90227808590034896952    213.62637362637363480644
 	 55      7.90227808590034896952    217.58241758241757679571
 	 56      7.90227808590034896952    221.53846153846151878497
 	 57      7.90227808590034896952    225.49450549450548919594
 	 58      7.90227808590034896952    229.45054945054943118521
 	 59      7.90227808590034896952    233.40659340659337317447
 	 60      7.90227808590034896952    237.36263736263734358545
 	 61      7.90227808590034896952    241.31868131868128557471
 	 62      7.90227808590034896952    245.27472527472525598569
 	 63      7.90227808590034896952    249.23076923076922639666
 	 64      7.90227808590034896952    253.18681318681316838592
 	 65      7.90227808590034896952    257.14285714285711037519
 	 66      7.90227808590034896952    261.09890109890108078616
 	 67      7.90227808590034896952    265.05494505494505119714
 	 68      7.90227808590034896952    269.01098901098902160811
 	 69      7.90227808590034896952    272.96703296703299201909
 	 70      7.90227808590034896952    276.92307692307696243006
 	 71      7.90227808590034896952    280.87912087912081915420
 	 72      7.90227808590034896952    284.83516483516478956517
 	 73      7.90227808590034896952    288.79120879120875997614
 	 74      7.90227808590034896952    292.74725274725273038712
 	 75      7.90227808590034896952    296.70329670329670079809
 	 76      7.90227808590034896952    300.65934065934067120907
 	 77      7.90227808590034896952    304.61538461538458477662
 	 78      7.90227808590034896952    308.57142857142855518759
 	 79      7.90227808590034896952    312.52747252747252559857
 	 80      7.90227808590034896952    316.48351648351649600954
 	 81      7.90227808590034896952    320.43956043956046642052
 	 82      7.90227808590034896952    324.39560439560437998807
 	 83      7.90227808590034896952    328.35164835164835039905
 	 84      7.90227808590034896952    332.30769230769226396660
 	 85      7.90227808590034896952    336.26373626373623437757
 	 86      7.90227808590034896952    340.21978021978020478855
 	 87      7.90227808590034896952    344.17582417582417519952
 	 88      7.90227808590034896952    348.13186813186808876708
 	 89      7.90227808590034896952    352.08791208791205917805
 	 90      7.90227808590034896952    356.04395604395602958903
3  90
 	 0     11.84993817951414918355      0.00000000000000000000
 	 1     11.84993817951414918355      4.00000000000000000000
 	 2     11.84993817951414918355      8.00000000000000000000
 	 3     11.84993817951414918355     12.00000000000000000000
 	 4     11.84993817951414918355     16.00000000000000000000
 	 5     11.84993817951414918355     20.00000000000000000000
 	 6     11.84993817951414918355     24.00000000000000000000
 	 7     11.84993817951414918355     28.00000000000000000000
 	 8     11.84993817951414918355     32.00000000000000000000
 	 9     11.84993817951414918355     36.00000000000000000000
 	 10     11.84993817951414918355     40.00000000000000000000
 	 11     11.84993817951414918355     44.00000000000000000000
 	 12     11.84993817951414918355     48.00000000000000000000
 	 13     11.84993817951414918355     52.00000000000000000000
 	 14     11.84993817951414918355     56.00000000000000000000
 	 15     11.84993817951414918355     59.99999999999999289457
 	 16     11.84993817951414918355     64.00000000000000000000
 	 17     11.84993817951414918355     68.00000000000000000000
 	 18     11.84993817951414918355     72.00000000000000000000
 	 19     11.84993817951414918355     76.00000000000000000000
 	 20     11.84993817951414918355     80.00000000000000000000
 	 21     11.84993817951414918355     84.00000000000000000000
 	 22     11.84993817951414918355     88.00000000000000000000
 	 23     11.84993817951414918355     92.00000000000000000000
 	 24     11.84993817951414918355     96.00000000000000000000
 	 25     11.84993817951414918355    100.00000000000000000000
 	 26     11.84993817951414918355    104.00000000000000000000
 	 27     11.84993817951414918355    108.00000000000000000000
 	 28     11.84993817951414918355    112.00000000000000000000
 	 29     11.84993817951414918355    116.00000000000001421085
 	 30     11.84993817951414918355    119.99999999999998578915
 	 31     11.84993817951414918355    124.00000000000000000000
 	 32     11.84993817951414918355    128.00000000000000000000
 	 33     11.84993817951414918355    132.00000000000000000000
 	 34     11.84993817951414918355    136.00000000000000000000
 	 35     11.84993817951414918355    140.00000000000000000000
 	 36     11.84993817951414918355    144.00000000000000000000
 	 37     11.84993817951414918355    148.00000000000000000000
 	 38     11.84993817951414918355    152.00000000000000000000
 	 39     11.84993817951414918355    156.00000000000000000000
 	 40     11.84993817951414918355    160.00000000000000000000
 	 41     11.84993817951414918355    164.00000000000000000000
 	 42     11.84993817951414918355    168.00000000000000000000
 	 43     11.84993817951414918355    172.00000000000000000000
 	 44     11.84993817951414918355    176.00000000000000000000
 	 45     11.84993817951414918355    180.00000000000000000000
 	 46     11.84993817951414918355    184.00000000000000000000
 	 47     11.84993817951414918355    188.00000000000000000000
 	 48     11.84993817951414918355    192.00000000000000000000
 	 49     11.84993817951414918355    196.00000000000000000000
 	 50     11.84993817951414918355    200.00000000000000000000
 	 51     11.84993817951414918355    204.00000000000000000000
 	 52     11.84993817951414918355    208.00000000000000000000
 	 53     11.84993817951414918355    212.00000000000000000000
 	 54     11.84993817951414918355    216.00000000000000000000
 	 55     11.84993817951414918355    220.00000000000000000000
 	 56     11.84993817951414918355    224.00000000000000000000
 	 57     11.84993817951414918355    228.00000000000000000000
 	 58     11.84993817951414918355    232.00000000000002842171
 	 59     11.84993817951414918355    236.00000000000002842171
 	 60     11.84993817951414918355    239.99999999999997157829
 	 61     11.84993817951414918355    243.99999999999997157829
 	 62     11.84993817951414918355    248.00000000000000000000
 	 63     11.84993817951414918355    252.00000000000000000000
 	 64     11.84993817951414918355    256.00000000000000000000
 	 65     11.84993817951414918355    260.00000000000000000000
 	 66     11.84993817951414918355    264.00000000000000000000
 	 67     11.84993817951414918355    268.00000000000000000000
 	 68     11.84993817951414918355    272.00000000000000000000
 	 69     11.84993817951414918355    276.00000000000000000000
 	 70     11.84993817951414918355    280.00000000000000000000
 	 71     11.84993817951414918355    284.00000000000000000000
 	 72     11.84993817951414918355    288.00000000000000000000
 	 73     11.84993817951414918355    292.00000000000000000000
 	 74     11.84993817951414918355    296.00000000000000000000
 	 75     11.84993817951414918355    300.00000000000000000000
 	 76     11.84993817951414918355    304.00000000000000000000
 	 77     11.84993817951414918355    308.00000000000000000000
 	 78     11.84993817951414918355    312.00000000000000000000
 	 79     11.84993817951414918355    316.00000000000000000000
 	 80     11.84993817951414918355    320.00000000000000000000
 	 81     11.84993817951414918355    324.00000000000000000000
 	 82     11.84993817951414918355    328.00000000000000000000
 	 83     11.84993817951414918355    332.00000000000000000000
 	 84     11.84993817951414918355    336.00000000000000000000
 	 85     11.84993817951414918355    340.00000000000000000000
 	 86     11.84993817951414918355    344.00000000000000000000
 	 87     11.84993817951414918355    348.00000000000000000000
 	 88     11.84993817951414918355    352.00000000000000000000
 	 89     11.84993817951414918355    356.00000000000000000000
4  89
 	 0     15.79526900391958044167      0.00000000000000000000
 	 1     15.79526900391958044167      4.04494382022471921090
 	 2     15.79526900391958044167      8.08988764044943842180
 	 3     15.79526900391958044167     12.13483146067415674452
 	 4     15.79526900391958044167     16.17977528089887684359
 	 5     15.79526900391958044167     20.22471910112359694267
 	 6     15.79526900391958044167     24.26966292134831348903
 	 7     15.79526900391958044167     28.31460674157303358811
 	 8     15.79526900391958044167     32.35955056179775368719
 	 9     15.79526900391958044167     36.40449438202247023355
 	 10     15.79526900391958044167     40.44943820224719388534
 	 11     15.79526900391958044167     44.49438202247191043170
 	 12     15.79526900391958044167     48.53932584269662697807
 	 13     15.79526900391958044167     52.58426966292135062986
 	 14     15.79526900391958044167     56.62921348314606717622
 	 15     15.79526900391958044167     60.67415730337078372258
 	 16     15.79526900391958044167     64.71910112359550737438
 	 17     15.79526900391958044167     68.76404494382022392074
 	 18     15.79526900391958044167     72.80898876404494046710
 	 19     15.79526900391958044167     76.85393258426967122432
 	 20     15.79526900391958044167     80.89887640449438777068
 	 21     15.79526900391958044167     84.94382022471910431705
 	 22     15.79526900391958044167     88.98876404494382086341
 	 23     15.79526900391958044167     93.03370786516853740977
 	 24     15.79526900391958044167     97.07865168539325395614
 	 25     15.79526900391958044167    101.12359550561798471335
 	 26     15.79526900391958044167    105.16853932584270125972
 	 27     15.79526900391958044167    109.21348314606741780608
 	 28     15.79526900391958044167    113.25842696629213435244
 	 29     15.79526900391958044167    117.30337078651685089881
 	 30     15.79526900391958044167    121.34831460674156744517
 	 31     15.79526900391958044167    125.39325842696628399153
 	 32     15.79526900391958044167    129.43820224719101474875
 	 33     15.79526900391958044167    133.48314606741573129511
 	 34     15.79526900391958044167    137.52808988764044784148
 	 35     15.79526900391958044167    141.57303370786516438784
 	 36     15.79526900391958044167    145.61797752808988093420
 	 37     15.79526900391958044167    149.66292134831459748057
 	 38     15.79526900391958044167    153.70786516853934244864
 	 39     15.79526900391958044167    157.75280898876403057329
 	 40     15.79526900391958044167    161.79775280898877554137
 	 41     15.79526900391958044167    165.84269662921346366602
 	 42     15.79526900391958044167    169.88764044943820863409
 	 43     15.79526900391958044167    173.93258426966292518046
 	 44     15.79526900391958044167    177.97752808988764172682
 	 45     15.79526900391958044167    182.02247191011235827318
 	 46     15.79526900391958044167    186.06741573033707481954
 	 47     15.79526900391958044167    190.11235955056179136591
 	 48     15.79526900391958044167    194.15730337078650791227
 	 49     15.79526900391958044167    198.20224719101122445863
 	 50     15.79526900391958044167    202.24719101123596942671
 	 51     15.79526900391958044167    206.29213483146065755136
 	 52     15.79526900391958044167    210.33707865168540251943
 	 53     15.79526900391958044167    214.38202247191009064409
 	 54     15.79526900391958044167    218.42696629213483561216
 	 55     15.79526900391958044167    222.47191011235955215852
 	 56     15.79526900391958044167    226.51685393258426870489
 	 57     15.79526900391958044167    230.56179775280895682954
 	 58     15.79526900391958044167    234.60674157303370179761
 	 59     15.79526900391958044167    238.65168539325841834398
 	 60     15.79526900391958044167    242.69662921348313489034
 	 61     15.79526900391958044167    246.74157303370787985841
 	 62     15.79526900391958044167    250.78651685393256798307
 	 63     15.79526900391958044167    254.83146067415728452943
 	 64     15.79526900391958044167    258.87640449438202949750
 	 65     15.79526900391958044167    262.92134831460674604386
 	 66     15.79526900391958044167    266.96629213483146259023
 	 67     15.79526900391958044167    271.01123595505617913659
 	 68     15.79526900391958044167    275.05617977528089568295
 	 69     15.79526900391958044167    279.10112359550561222932
 	 70     15.79526900391958044167    283.14606741573032877568
 	 71     15.79526900391958044167    287.19101123595504532204
 	 72     15.79526900391958044167    291.23595505617976186841
 	 73     15.79526900391958044167    295.28089887640447841477
 	 74     15.79526900391958044167    299.32584269662919496113
 	 75     15.79526900391958044167    303.37078651685391150750
 	 76     15.79526900391958044167    307.41573033707868489728
 	 77     15.79526900391958044167    311.46067415730334460022
 	 78     15.79526900391958044167    315.50561797752806114659
 	 79     15.79526900391958044167    319.55056179775277769295
 	 80     15.79526900391958044167    323.59550561797755108273
 	 81     15.79526900391958044167    327.64044943820226762909
 	 82     15.79526900391958044167    331.68539325842692733204
 	 83     15.79526900391958044167    335.73033707865164387840
 	 84     15.79526900391958044167    339.77528089887641726818
 	 85     15.79526900391958044167    343.82022471910113381455
 	 86     15.79526900391958044167    347.86516853932585036091
 	 87     15.79526900391958044167    351.91011235955051006385
 	 88     15.79526900391958044167    355.95505617977528345364
5  87
 	 0     19.73832482876675697980      0.00000000000000000000
 	 1     19.73832482876675697980      4.13793103448275800815
 	 2     19.73832482876675697980      8.27586206896551601631
